project_id	submitter_id	sample_name_list	sample_type_list	preservation_method_list	data_category	data_type	caller	call_format	experimental_strategy	md5	size	path
CTSP-DLBCL1	CTSP-AD10	CTSP-AD10-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	7ecfcfcfc06bf96c3d28697a22d859bb	30803040125	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD10/CTSP-AD10-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD10	CTSP-AD10-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	61edea8ba7a45f61274dd997b4a319d2	36783511620	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD10/CTSP-AD10-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD11	CTSP-AD11-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	5d7dd61fe0d045d4606e247f9243443b	27344792589	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD11/CTSP-AD11-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD11	CTSP-AD11-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	6943e3af2d10bc27344e601150cca625	38246572092	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD11/CTSP-AD11-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD12	CTSP-AD12-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	ab4966a9131712f890b2e0049fe540c7	25403853686	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD12/CTSP-AD12-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD12	CTSP-AD12-TTP1-C	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	c3c382e3d19f25db3caafcaddebee3c2	39684034239	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD12/CTSP-AD12-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-AD13	DLBCL11310-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	35decb55e34d23bad6086d6672eb2b67	18706390407	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD13/DLBCL11310-sample.wxs.bam
CTSP-DLBCL1	CTSP-AD14	DLBCL11311-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	e9ff509f7067b1f97bfe5d09cd4b9d17	18910233291	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD14/DLBCL11311-sample.wxs.bam
CTSP-DLBCL1	CTSP-AD14	CTSP-AD14-TTP1-A	Slides	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	fd420f0557a94739a808b011795c0861	24324154330	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD14/CTSP-AD14-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD14	CTSP-AD14-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	98a00a9875cd36ef30988366dab7259b	33733375720	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD14/CTSP-AD14-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD14	CTSP-AD14-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	3b3877c7fc2343f92012b14fb27a6b3e	38445808316	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD14/CTSP-AD14-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD15	CTSP-AD15-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	6bd2dd89e6981a67a33a6cbb0a522707	27191219133	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD15/CTSP-AD15-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD15	CTSP-AD15-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	fd6955fcde2f4023949fc1dd8ace4424	30202514310	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD15/CTSP-AD15-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD15	CTSP-AD15-TTP1-A	Slides	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	8bc61233980eeaa31ee112ef0e012803	43812264932	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD15/CTSP-AD15-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD16	CTSP-AD16-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	ce116a316e442d287765a859352288c5	30354660490	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD16/CTSP-AD16-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD16	CTSP-AD16-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	101084cf6810939eb8541ef082fb2b56	32393052626	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD16/CTSP-AD16-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD16	CTSP-AD16-TTP1-E	Primary Tumor	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	45f45a76a0563c7a6d0265cb5731cb79	43899576261	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD16/CTSP-AD16-TTP1-E.wxs.bam
CTSP-DLBCL1	CTSP-AD18	DLBCL11313-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	969e918f64cdb2c8b6fe035ca3757330	20559374116	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD18/DLBCL11313-sample.wxs.bam
CTSP-DLBCL1	CTSP-AD18	CTSP-AD18-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	46c7770c8c38e93fc1075962c0ca7107	26668910842	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD18/CTSP-AD18-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD18	CTSP-AD18-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	bd73a762b6a5b8bf0e08412058eb6330	30367125753	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD18/CTSP-AD18-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD18	CTSP-AD18-TTP1-C	FFPE Scrolls	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	7516a854823145d4f8cd60d311066ef1	46810591774	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD18/CTSP-AD18-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-AD19	CTSP-AD19-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	21e9cb3c82f56d967b79d470af403f27	28281540034	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD19/CTSP-AD19-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD19	CTSP-AD19-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	986779aa592f1fbe7a012f1f9fdfdd78	33923521148	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD19/CTSP-AD19-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD19	CTSP-AD19-TTP1-C	Primary Tumor	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	c36ae333d33c60adb16a016a707c8d07	46929273262	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD19/CTSP-AD19-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-AD1A	DLBCL11315-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	a05ca8d89ba99bf1e3ba1df2946627bf	17306125347	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1A/DLBCL11315-sample.wxs.bam
CTSP-DLBCL1	CTSP-AD1A	CTSP-AD1A-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	343ec80acb0e60b3c33dd3721c2004ea	27387171866	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1A/CTSP-AD1A-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1A	CTSP-AD1A-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	8710d0dfca75d30e9b0c36b6fb2cac7a	29397827382	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1A/CTSP-AD1A-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1B	CTSP-AD1B-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	c2589be0d247016f3a688903a8c0bc2e	27920925503	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1B/CTSP-AD1B-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD1B	CTSP-AD1B-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	762937fa7fb9f7d1c2df853164f0c7e0	40958226693	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1B/CTSP-AD1B-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1C	CTSP-AD1C-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	0b5356c1690786173016963c13e1f786	29209583958	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1C/CTSP-AD1C-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1C	CTSP-AD1C-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	aaf3681f3fc1619580d22d627668292a	31096248302	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1C/CTSP-AD1C-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1C	CTSP-AD1C-TTP1-C	FFPE Scrolls	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	3429fccfea22452ea392cc235461c878	39361994418	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1C/CTSP-AD1C-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-AD1D	CTSP-AD1D-NB1-B	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	3c23f5614485b9a240a9130fbad14dd3	36287727257	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1D/CTSP-AD1D-NB1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD1D	CTSP-AD1D-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	be3f279c3971ff7c71143902f26ef28d	41238506924	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1D/CTSP-AD1D-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1E	CTSP-AD1E-TTP1-D	Primary Tumor	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	5dae2630073307ca526d9753d959e91d	18485213387	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1E/CTSP-AD1E-TTP1-D.wxs.bam
CTSP-DLBCL1	CTSP-AD1E	CTSP-AD1E-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	7878cd1d16ddcf5e602e3222c8711d43	33684146011	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1E/CTSP-AD1E-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1E	CTSP-AD1E-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	40b5c747b082632907f487c774ddaaa7	39180461542	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1E/CTSP-AD1E-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1F	CTSP-AD1F-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	2274553717c98a62296dc7ae48ed1e51	24552009725	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1F/CTSP-AD1F-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1F	CTSP-AD1F-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	c23dad8061c13cdc37eae8b810446ec7	25342569255	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1F/CTSP-AD1F-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1F	CTSP-AD1F-TTP1-C	Primary Tumor	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	b9d7e627c3248f7b087081dbc1f73791	29908753608	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1F/CTSP-AD1F-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-AD1G	CTSP-AD1G-TTP1-B	FFPE Scrolls	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	2d8c0a83b2482e38fc6f63554ced8d74	21778396508	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1G/CTSP-AD1G-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD1G	CTSP-AD1G-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	f6e5398367b20634afd70e40382da9c0	35139083152	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1G/CTSP-AD1G-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1G	CTSP-AD1G-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	4b3b8f5d2357b978e9a75f01ec52b67d	42536362768	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1G/CTSP-AD1G-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1H	CTSP-AD1H-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	16da43c54396f7da519a03fa487d4af3	25044306377	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1H/CTSP-AD1H-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1H	CTSP-AD1H-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	19f72823280673803694ed57e84a12f3	31861624738	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1H/CTSP-AD1H-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1I	CTSP-AD1I-NB1-B	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	ca74d1b3d6a1cbef28f77d279252aac0	30878550641	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1I/CTSP-AD1I-NB1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD1I	CTSP-AD1I-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	8d9b267f77cd6605de6b23c297e8c925	32917092747	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1I/CTSP-AD1I-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1J	CTSP-AD1J-TTP1-C	FFPE Scrolls	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	e44067f88141c0a432ab51147612e7fc	26780332412	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1J/CTSP-AD1J-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-AD1J	CTSP-AD1J-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	bf7e2c909a0ae8dc9d6d24a3facbe09e	31118988053	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1J/CTSP-AD1J-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1J	CTSP-AD1J-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	0a2d0ae8ed7a84841d75590af0f9648f	32661333800	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1J/CTSP-AD1J-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1M	CTSP-AD1M-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	721d826edd4f6ee76aa5891e4de60ae5	30033948288	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1M/CTSP-AD1M-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1M	CTSP-AD1M-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	fc3365ceb4ce2de2d6f2837e40aadc59	35265220140	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1M/CTSP-AD1M-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1M	CTSP-AD1M-TTP1-B	FFPE Scrolls	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	37420d7cbcc9733f8635200343b493e7	37894457520	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1M/CTSP-AD1M-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD1N	CTSP-AD1N-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	3027aebbc0d21e9894d8e8372f48f2a6	26238142082	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1N/CTSP-AD1N-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1N	CTSP-AD1N-TTP1-B	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	ada6cedd4972135273054cb878907ef2	36752962074	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1N/CTSP-AD1N-TTP1-B.wxs.bam
CTSP-DLBCL1	CTSP-AD1O	CTSP-AD1O-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	6269fd4df685e032bc49e3f1df086584	31506618125	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1O/CTSP-AD1O-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1O	CTSP-AD1O-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	d07880d88df3a41c2864162d65b287ba	37420700699	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1O/CTSP-AD1O-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1P	CTSP-AD1P-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	8c3c69427dcced06b71101f4741fa08f	34377763815	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1P/CTSP-AD1P-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1P	CTSP-AD1P-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	a356febdb2d1f28a764df9e7910bb7b5	35878332128	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1P/CTSP-AD1P-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1P	CTSP-AD1P-TTP1-C	FFPE Scrolls	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	e830e6748fea036a25542ca3a8412f80	38146055949	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1P/CTSP-AD1P-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-AD1Q	CTSP-AD1Q-TTP1-C	FFPE Scrolls	FFPE	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	48c46bff0ea2a2af44c0f5d38c6dfd78	25035753657	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1Q/CTSP-AD1Q-TTP1-C.wxs.bam
CTSP-DLBCL1	CTSP-AD1Q	CTSP-AD1Q-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	abe5ed77f7af72b3ef74033772ce83a0	32080985762	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1Q/CTSP-AD1Q-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1R	DLBCL11316-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	25aab1c72ff94544597b99bd84f8f9d9	20927447776	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1R/DLBCL11316-sample.wxs.bam
CTSP-DLBCL1	CTSP-AD1R	CTSP-AD1R-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	9e06bfa1cf1f0346044046a9b6b4ca9a	30266027551	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1R/CTSP-AD1R-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1R	CTSP-AD1R-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	ec60a18ad84c4fcd2677cad0b63f8c3a	33289634425	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1R/CTSP-AD1R-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1S	DLBCL11350-sample	Tumor	'--	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	74b3c9a07d2cd0216630021fc5c560ab	22313102046	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1S/DLBCL11350-sample.wxs.bam
CTSP-DLBCL1	CTSP-AD1S	CTSP-AD1S-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	ea5aeff021e97c30b7b407cd5e0f10e2	25338911122	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1S/CTSP-AD1S-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1S	CTSP-AD1S-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	57f1a2143ac99e896e1dabd169c00d8b	31545029895	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1S/CTSP-AD1S-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1U	CTSP-AD1U-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	1e5f14791b462a607fa11c70275fcc9f	30004101320	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1U/CTSP-AD1U-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1U	CTSP-AD1U-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	61d529e0e3283770e02668ae241afacc	32920627344	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1U/CTSP-AD1U-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1V	CTSP-AD1V-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	05306a565e5d14e2d2cbb55b4f6505ed	38703776610	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1V/CTSP-AD1V-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1V	CTSP-AD1V-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	1c83d514f536ace361a3645f7f2b3c2a	40345134118	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1V/CTSP-AD1V-TTP1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1Y	CTSP-AD1Y-NB1-A	Blood Derived Normal	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	b6b6e37240a6da5461058afacdb7ca60	31691040172	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1Y/CTSP-AD1Y-NB1-A.wxs.bam
CTSP-DLBCL1	CTSP-AD1Y	CTSP-AD1Y-TTP1-A	Primary Tumor	Frozen	Sequencing Reads	Aligned Reads	undefined	BAM	WXS	b0cd59b00ed23ed3dc2325226368b6c4	38196754770	/storage1/fs1/dinglab/Active/Primary/CTSP-DLBCL/GDC/aligned_reads_by_case/CTSP-AD1Y/CTSP-AD1Y-TTP1-A.wxs.bam
